Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,2502261_M_WT_HIP_P21,2502262_M_WT_HIP_P21,2502263_M_WT_HIP_P21,2502265_M_WT_HIP_P21,2502273_F_WT_HIP_P21,2502266_F_WT_HIP_P21,2502126_F_WT_HIP_P21,2502129_F_WT_HIP_P21,2502235_F_MUT_HIP_P21,2502236_F_MUT_HIP_P21,2502237_F_MUT_HIP_P21,2502281_M_MUT_HIP_P21,2502238_F_MUT_HIP_P21,2502285_M_MUT_HIP_P21,2502283_M_MUT_HIP_P21,2502284_M_MUT_HIP_P21,iBAQ,Intensity,MS/MS count,Razor + unique peptides,Mol. weight [kDa],Q-value,Score,Protein IDs,Majority protein IDs,Protein names
Ywhag,"0,02202343941","0,3026333711","0,921259301",,"0,09163403511","0,7332957751","0,7210416171",,"-0,02771806717","0,4402992382","0,8978374429",,"0,04189252853","0,2786427705","0,8765317997",,"3,702021599","3,740351677","3,666452408","3,645716667","3,690647125","3,73111248","3,680699348","3,762955666","3,596405029","3,496716499","3,777647972","3,697958946","3,628108978","3,711585999","3,621453285","3,635450363",142380000,5871300000,42,7,"28,302",0,"38,025",P61982,P61982,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed"
Camk4,"0,02190136909","0,1732439598","0,9248981196",,"-0,01231312752","0,08290695587","0,9526963802",,"-0,0255355835","0,1890232367","0,9095396404",,"-0,05975008011","0,5599641835","0,8325113541",,"2,269207954","2,281270027","2,240152359","2,194407463","2,217033386","2,389687538","2,168261528","2,312197685","2,31436348","2,305174828","2,294932365","2,31824398","2,221961975","2,244455338","2,101380348","2,233352661",7570800,425180000,20,10,"52,542",0,"39,022",Q8BGR3;P08414;A0A3Q4EG96;V9GXY4;P58801,Q8BGR3;P08414,Calcium/calmodulin-dependent protein kinase type IV
Tecr,"0,02189421654","0,327867911","0,9219656435",,"-0,0579931736","0,5641579907","0,7838249801",,"0,03508090973","0,5175974486","0,8743868589",,"-0,04480648041","0,4313888079","0,8617885154",,"1,556040764","1,486540794","1,564100266","1,496806145","1,509744644","1,547703743","1,438118935","1,467597008","1,43381691","1,577940941","1,630648613","1,512921333","1,55273056","1,5502491","1,500569344","1,452171326",2451300,286190000,16,5,"36,09",0,"22,701",Q9CY27;G3UWE1;A0A5F8MQC8;Q52L67;A0A5F8MPU6;A0A1D5RLH3;A0A1D5RLB4;Q3TAN8,Q9CY27;G3UWE1;A0A5F8MQC8;Q52L67;A0A5F8MPU6,Very-long-chain enoyl-CoA reductase;very-long-chain enoyl-CoA reductase
Col4a2,"0,02176570892","0,05542740589","0,9294089912",,"-0,1518313885","0,4310505798","0,689809322",,"-0,06036734581","0,1258499552","0,8522298246",,"-0,2339644432","1,145325416","0,7324719764",,"-2,891511917","-2,74963665","-3,07894516","-2,62687397","-2,823099136","-3,164613724","-2,442852974","-2,67493248","-2,509846687","-2,663545609","-2,704353333","-2,876303673","-2,620427132","-3,130466461","-2,725026131","-2,702234268",192280,39955000,5,4,"167,32",0,"12,609",P08122,P08122,Collagen alpha-2(IV) chain;Canstatin
Etf1,"0,0217487812","0,1529491551","0,9246819452",,"-0,2281131744","1,723627262","0,6784547945",,"0,06347608566","0,6753821548","0,8287073048",,"-0,18638587","1,274162262","0,7524815534",,"0,5173082352","0,5598192215","0,3958492279","0,5212898254","0,4298725128","0,4081001282","0,5153779984","0,387011528","0,823102951","0,6064424515","0,5171966553","0,4027166367","0,7060728073","0,589928627","0,4827756882","0,4318504333",235950,82242000,8,5,"49,03",0,"15,942",Q8BWY3,Q8BWY3,Eukaryotic peptide chain release factor subunit 1
Hdgfl3,"0,02164244652","0,07391623149","0,9287043886",,"0,05420231819","0,1965695018","0,8021055718",,"0,0370349884","0,1298911525","0,876077102",,"0,06959486008","0,2692039038","0,8053583893",,"1,569846153","1,931002617","1,65130806","1,859438896","1,721698761","1,863945961","1,546278954","1,731532097","1,761072159","1,853291512","1,547907829","1,609089851","1,484375","1,821266174","1,851801872","1,642868042",54694000,458320000,12,4,"22,43",0,"25,422",Q9JMG7;Q9JMG7-2,Q9JMG7;Q9JMG7-2,Hepatoma-derived growth factor-related protein 3
Cnn3,"0,02162766457","0,1376652106","0,9252787068",,"-0,0279815197","0,1942693753","0,8885395561",,"-0,02625751495","0,2630040026","0,9041655747",,"-0,07586669922","0,4848740381","0,7834201183",,"2,029456139","2,058777809","1,982505798","2,064265251","2,145690918","1,975741386","2,087109566","2,031493187","2,204946518","2,057915688","1,9983778","2,034100533","2,09072113","2,040084839","2,12066555","1,853643417",7833400,334560000,17,8,"36,428",0,"46,789",Q9DAW9;A0A0G2JDV8;A0A0G2JFI6;A0A0G2JFC8;A0A0G2JFG3;D3Z7R6;Q08093,Q9DAW9;A0A0G2JDV8,Calponin-3;Calponin
Phb2,"0,02161002159","0,07964831494","0,928001105",,"0,2634899616","1,115052335","0,6677679181",,"-0,1504144669","0,9311285443","0,7901452859",,"0,09146547318","0,2829628831","0,7577639889",,"2,284607887","2,163023949","2,194051743","1,95270443","2,256122589","2,410351753","2,212578773","2,31699276","1,765607834","1,946793556","2,303681374","2,213007927","2,126003265","1,951805115","2,089255333","2,253879547",30595000,950800000,25,10,"33,296",0,"41,126",O35129;F6QPR1;F6Q8V7,O35129;F6QPR1,Prohibitin-2;Prohibitin
Atp6ap2,"0,02159619331","0,1060415948","0,9265630205",,"-0,1181163788","0,9153027945","0,7120033417",,"-0,0410733223","0,230754849","0,8693174946",,"-0,1807858944","1,398540413","0,7558215613",,"-0,04701137543","0,1414680481","0,1410675049","0,2914476395","0,1537694931","0,2269496918","0,1660394669","0,1445064545","0,4768733978","0,1996545792","0,2448596954","0,09858036041","0,2423429489","0,04290676117","0,1833190918","0,1157808304",7100500,106510000,5,2,"39,091",0,"6,9754",Q9CYN9,Q9CYN9,Renin receptor;Renin receptor extracellular fragment;Renin receptor cytoplasmic fragment
Celf2,"0,02158665657","0,1079990827","0,9267922222",,"-0,04103016853","0,538775544","0,8373948583",,"0,06855630875","0,6137525423","0,8250286952",,"0,005939483643","0,03282047251","0,9826311111",,"1,352101326","1,529425621","1,497320175","1,593045235","1,445569992","1,403063774","1,396306038","1,452727318","1,554843903","1,426192284","1,411509514","1,435881615","1,469242096","1,403530121","1,630284309","1,415849686",3763300,326070000,15,9,"56,327",0,"33,352",Q9Z0H4-9;Q9Z0H4-6;Q9Z0H4-2;Q9Z0H4-8;Q9Z0H4;Q9Z0H4-4;Q9Z0H4-5;Q9Z0H4-7;Q9Z0H4-11;S4R2U7;A0AAA9WVX7;V9GX43;A0A0R4J2B0;E9QA47;S4R1S7;S4R2L5;S4R2J2;A3KGT0;S4R2S7,Q9Z0H4-9;Q9Z0H4-6;Q9Z0H4-2;Q9Z0H4-8;Q9Z0H4;Q9Z0H4-4;Q9Z0H4-5;Q9Z0H4-7;Q9Z0H4-11;S4R2U7;A0AAA9WVX7;V9GX43;A0A0R4J2B0;E9QA47;S4R1S7;S4R2L5,CUGBP Elav-like family member 2
FAM120A,"0,0215857029","0,3473045099","0,9234932584",,"-0,003288030624","0,03861778762","0,9881206857",,"-0,03359651566","0,9412517163","0,8780006607",,"-0,05847024918","0,8254163375","0,8323889816",,"1,550501823","1,534747124","1,583831787","1,539998055","1,626867294","1,564517021","1,566306114","1,585774422","1,53386879","1,594973564","1,656414986","1,57152462","1,571359634","1,461252213","1,55476284","1,535196304",181790,308260000,28,14,"121,64",0,"75,874",Q6A0A9,Q6A0A9,Constitutive coactivator of PPAR-gamma-like protein 1
Pgrmc2,"0,02153992653","0,2485270943","0,9238577429",,"-0,02841615677","0,174807647","0,8880388239",,"0,009482145309","0,09373825825","0,9737477745",,"-0,04047393799","0,2678788473","0,8773669542",,"-0,2338867188","-0,2959632874","-0,2586450577","-0,3682603836","-0,3345422745","-0,2383422852","-0,3313646317","-0,2904348373","-0,2083301544","-0,2465190887","-0,4430093765","-0,2851600647","-0,1831607819","-0,2727642059","-0,3257427216","-0,3592481613",6122400,103240000,7,4,"23,334",0,"20,625",Q80UU9,Q80UU9,Membrane-associated progesterone receptor component 2
Slc44a1,"0,02151823044","0,1020552523","0,9268314856",,"-0,08270144463","0,1073781278","0,7591896705",,"0,1278347969","0,2380188007","0,7771724138",,"0,02361512184","0,04126255247","0,9450833107",,"-2,679024696","-2,649586678","-2,726391792","-2,750899315","-2,223099709","-3,249107361","-2,93020153","-2,914833069","-2,941707611","-3,106421471","-2,678218842","-2,810261726","-2,260087967","-2,826498985","-2,748594284","-2,506620407",1438600,54724000,5,4,"73,044",0,"17,197",A2AMH5;A2AMH4;Q6X893;Q6X893-2;A2AMH3;A2AMH8,A2AMH5;A2AMH4;Q6X893;Q6X893-2;A2AMH3,Choline transporter-like protein;Choline transporter-like protein 1
Pcbp2,"0,0214869976","0,2759504424","0,9244775785",,"0,02363181114","0,2010939815","0,9076041667",,"-0,01542043686","0,1186650595","0,9551059322",,"-0,01327562332","0,176610748","0,9652767677",,"2,407967567","2,45651722","2,53502655","2,46186924","2,5169487","2,54138279","2,503869057","2,360861778","2,437397003","2,413764","2,518515587","2,410349846","2,45885849","2,470396042","2,481793404","2,412893295",29517000,1597200000,37,14,"49,151",0,"155,92",A0AAQ4VMQ7;A0A2R8VI12;A0A2R8W6L5;A0A2R8VI73;A0A2R8VKN0;A0A2R8VI71;A0A2R8VHG2;A0A2R8VHN3;A0A2R8VI15;A0A2R8VHI3;A0A087WRH3;A0A087WR61;A0A1L1SQ99;A0A1L1SRP9;A0A1L1SUS5;A0A087WSI1;A0A0R4J044;P57724,A0AAQ4VMQ7;A0A2R8VI12;A0A2R8W6L5;A0A2R8VI73;A0A2R8VKN0;A0A2R8VI71;A0A2R8VHG2;A0A2R8VHN3,
Ctsf,"0,02131438255","0,08549692368","0,9289116998",,"0,001410484314","0,006286986653","0,9934183696",,"-0,00194978714","0,006748812834","0,9950258503",,"-0,02185368538","0,1226724476","0,9411878589",,"-1,847257614","-1,596277237","-1,990318298","-1,901182175","-1,749081612","-1,839144707","-1,961783409","-1,777226448","-1,735368729","-1,728826523","-1,937413216","-1,808344841","-1,931269646","-1,946300507","-1,813178062","-1,852469444",706580,24751000,2,1,"51,66","0,0017475","2,3579",Q9R013,Q9R013,Cathepsin F
Dlgap2,"0,02116703987","0,1963216846","0,9256193656",,"0,08091139793","0,9706649768","0,7355470899",,"0,02905750275","0,4114914529","0,891693638",,"0,08880186081","0,867184969","0,7438564815",,"1,619517326","1,700407982","1,625320435","1,713162422","1,579309464","1,66004467","1,641314507","1,661509514","1,442695618","1,57017231","1,603610039","1,687655449","1,602054596","1,544706345","1,696087837","1,645290375",1668100,390080000,24,12,"119,07",0,"55,299",Q8BJ42;Q0VF59;Q8BJ42-2,Q8BJ42;Q0VF59;Q8BJ42-2,Disks large-associated protein 2
Ppp2r5c,"0,02105879784","0,2351737885","0,92577951",,"-0,1229293346","0,8863262424","0,7062416813",,"0,08559250832","0,6216667871","0,7903146667",,"-0,05839562416","0,6335974815","0,8325364238",,"0,2415304184","0,1834554672","0,09992790222","0,1071643829","0,2175474167","0,02709579468","0,09239959717","-0,04733467102","0,2810373306","0,2344923019","0,1798801422","0,1117086411","0,08601570129","0,1162052155","0,1575450897","0,1623840332",986700,76032000,4,2,"32,844",0,"10,613",A0A1Y7VIR0,A0A1Y7VIR0,
Eif3d,"0,02090406418","0,3285220712","0,9258228412",,"-0,07996249199","0,9478671091","0,7379267782",,"0,05750608444","0,7535981559","0,8419813433",,"-0,04336047173","0,5959277203","0,8679832927",,"0,7044086456","0,6983070374","0,7721061707","0,7481021881","0,5978498459","0,6666002274","0,7592725754","0,6691770554","0,8005952835","0,7387418747","0,7919979095","0,7389335632","0,6814146042","0,750995636","0,6782627106","0,6711158752",2021400,212680000,13,6,"63,988",0,"41,339",O70194;A0A2R8VK20,O70194,Eukaryotic translation initiation factor 3 subunit D
Slc27a4,"0,02088141441","0,1862027496","0,926527308",,"-0,04352450371","0,531623941","0,8303372922",,"0,02206516266","0,3329836308","0,922792582",,"-0,04234075546","0,3614081933","0,8765947242",,"2,119286537","2,123579979","2,079208374","2,106562614","2,043476105","2,162072182","2,0744524","2,060376167","2,047367096","2,156395912","2,152827263","2,135010719","2,157884598","2,127065659","1,958123207","2,124912262",3145800,296860000,14,10,"72,318",0,"44,945",Q91VE0,Q91VE0,Long-chain fatty acid transport protein 4
Dagla,"0,0208439827","0,07934341299","0,9301567123",,"-0,1341450214","0,8561627547","0,6955984405",,"0,03878116608","0,3348562567","0,8692246046",,"-0,1162078381","0,4653592251","0,7549771833",,"-2,263469696","-2,277698517","-2,273698807","-2,220226288","-2,289484024","-2,181116104","-2,305704117","-2,413913727","-2,08621788","-2,029360771","-2,247829437","-2,55228138","-2,290229797","-2,246611595","-2,185186386","-2,134389877",391380,41848000,4,4,"115,37",0,"17,829",Q6WQJ1,Q6WQJ1,Diacylglycerol lipase-alpha
Stx1a,"0,02077794075","0,117152245","0,9289360529",,"0,1118400097","0,7757764481","0,7224260263",,"0,01044225693","0,08767787137","0,9705640769",,"0,1015043259","0,5414041529","0,7554109772",,"3,203745842","3,060622215","3,193162918","3,195693016","3,159687042","3,167506218","3,079604149","3,204657555","2,864013672","3,158902168","3,123719215","3,134331703","3,017459869","3,148115158","3,005894661","3,281770706",5607400,1408500000,25,8,"33,054",0,"108,75",O35526;D6RFB9;A0A0J9YUA0;Q3TJ55;Q80W45;Q00262,O35526;D6RFB9,Syntaxin-1A
Ptk2b,"0,02075457573","0,1473191559","0,9280707378",,"-0,02198863029","0,1390775435","0,9147411986",,"0,04236030579","0,4536793064","0,8613160237",,"-0,000382900238","0,001860257687","0,9998446429",,"4,146328926","4,098891258","4,174625397","4,061280251","4,010461807","4,080840111","4,169049263","4,051333427","4,011116028","4,017565727","4,177779198","4,15513134","4,193178177","4,016597748","4,204447746","4,021930695",7008900,1637700000,63,30,"115,79",0,"194,71",Q9QVP9;E9Q2A6;Q3UDE9;F7CCX1,Q9QVP9;E9Q2A6;Q3UDE9,Protein-tyrosine kinase 2-beta;non-specific protein-tyrosine kinase
Apip,"0,02075123787","0,09979768782","0,9292505495",,"0,08221101761","0,5756219605","0,7370283912",,"-0,07715702057","0,4879454196","0,8118302451",,"-0,01569724083","0,07902323725","0,9616907216",,"-0,6302070618","-0,7711935043","-0,592716217","-0,4685096741","-0,5065717697","-0,5305509567","-0,4754934311","-0,6413822174","-0,5483665466","-0,78145504","-0,6167068481","-0,5848884583","-0,5363140106","-0,5616636276","-0,640288353","-0,7587909698",1372600,116000000,7,4,"26,949",0,"15,395",Q9WVQ5,Q9WVQ5,Methylthioribulose-1-phosphate dehydratase
Man2c1,"0,02074480057","0,07656650966","0,9308949672",,"0,01520729065","0,04824973666","0,9440210738",,"0,01397323608","0,04227635795","0,9626230353",,"0,008435726166","0,03161984053","0,9802099209",,"-2,408722878","-2,606600761","-2,471661568","-2,57429409","-2,50177002","-2,60181427","-2,255255699","-2,758332253","-2,481154442","-2,502389908","-2,574113846","-2,521950722","-2,620343208","-2,397656441","-2,442415237","-2,782236099",230450,21130000,5,5,"104,68",0,"12,987",E9PZ88;F8WIE1;Q91W89;E9PYM7;F6U7S0;F6TFL1;E0CZB0;E0CXM6;E0CXI0;E0CYW2,E9PZ88;F8WIE1;Q91W89;E9PYM7,alpha-mannosidase;Alpha-mannosidase 2C1
Txn2,"0,02071118355","0,0719663782","0,9303949809",,"0,07339978218","0,4391088397","0,7530922717",,"0,06720495224","0,3463635991","0,8216555953",,"0,1198935509","0,5863682459","0,7481274099",,"0,9143657684","1,096276283","0,936580658","1,133633614","0,9859409332","1,091129303","0,7914123535","0,9435539246","0,9652223587","0,9355430603","0,8004179001","0,8886642456","0,8172540665","1,186928749","1,102870941","0,8195476532",13394000,114400000,4,3,"14,099",0,"44,883",G3UZY2;P97493;G3UX99;A2A439,G3UZY2;P97493,"Thioredoxin, mitochondrial"
Cadm4,"0,02063393593","0,2100349074","0,9272383061",,"0,01085615158","0,0890329097","0,9575610706",,"0,03914809227","0,4030555937","0,8709569548",,"0,02937030792","0,3023803748","0,9109599763",,"0,174454689","0,1235609055","0,1206235886","0,2053842545","0,0664100647","0,09336185455","0,2281150818","0,07954406738","0,1247110367","0,1642179489","0,06843090057","0,05257892609","0,06664657593","0,214015007","0,1273078918","0,1475858688",5325400,300710000,11,5,"42,723",0,"48,58",Q8R464,Q8R464,Cell adhesion molecule 4
Lxn,"0,02062106133","0,3875965352","0,926852377",,"-0,04768681526","0,9628392432","0,8111572193",,"0,0514922142","1,128135778","0,8501986183",,"-0,01681566238","0,2818552359","0,9551003932",,"1,607195854","1,689618111","1,610689163","1,673073769","1,595067978","1,562457085","1,604132652","1,612950325","1,689155579","1,610959053","1,594607353","1,63966465","1,670633316","1,629953384","1,59631443","1,632160187",3489900,603110000,14,5,"25,492",0,"37,937",P70202,P70202,Latexin
Fth1,"0,02059149742","0,1714086132","0,9278663353",,"-0,1158235073","0,7410702797","0,7129831865",,"0,2486262321","1,560146926","0,7186612245",,"0,1122112274","2,315668685","0,7486979866",,"2,717896461","2,567950249","2,583742142","2,541213036","2,578926086","2,30303669","2,238411903","2,295922279","2,455728531","2,464341164","2,470971107","2,560509682","2,488550186","2,553953171","2,656561852","2,557411194",46686000,1715200000,45,9,"21,066",0,"67,533",P09528;A0A494BA92;A0A494B9D4;A0A494BAP3,P09528;A0A494BA92;A0A494B9D4,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed;Ferritin"
Tomm70,"0,02057766914","0,2029998898","0,9277090708",,"0,1000673771","1,695223978","0,7163872752",,"-0,02079582214","0,5985019264","0,9274266366",,"0,0586938858","0,5645924096","0,8330708661",,"4,10485363","4,16149044","4,127252579","4,13078022","4,118488312","4,171843529","4,159041405","4,158186913","3,986755371","4,016619682","4,094386101","4,191561699","4,109529495","4,103208542","4,008925438","4,138370514",51099000,3182500000,73,19,"67,589",0,"137,92",Q9CZW5,Q9CZW5,Mitochondrial import receptor subunit TOM70
Acsl3,"0,02049303055","0,1289553882","0,9303876652",,"-0,2090914249","1,470885815","0,6794272931",,"0,04841852188","0,2229178561","0,8599018987",,"-0,1811659336","2,277521085","0,7523209393",,"-0,7149820328","-0,6653690338","-0,817656517","-0,548119545","-0,6439056396","-0,9290752411","-0,6501426697","-0,7166776657","-0,4580554962","-0,6289463043","-0,4905509949","-0,7032709122","-0,5258827209","-0,6716871262","-0,76612854","-0,6870126724",2542700,127320000,9,6,"80,491",0,"38,18",Q9CZW4;E9PUC2;D3Z4I4,Q9CZW4;E9PUC2,Fatty acid CoA ligase Acsl3;long-chain-fatty-acid--CoA ligase
Mix23,"0,02039265633","0,04872650852","0,9341218986",,"-0,09880447388","0,3047154351","0,7232298436",,"0,213685751","0,8404279609","0,7420540541",,"0,09448862076","0,249570044","0,7558985344",,"-2,329530716","-2,435763359","-2,303661346","-2,223597527","-2,876907349","-2,506048203","-2,322156906","-2,442183495","-2,390416145","-2,35581398","-2,632957458","-2,610910416","-2,372890472","-2,439787865","-1,952235222","-2,371190071",1867800,7471200,1,1,"11,96","0,00023223","3,0985",E9Q4B5;F8WJI3;Q8R3Q6,E9Q4B5;F8WJI3;Q8R3Q6,Protein MIX23
Kif5b,"0,02039027214","0,483088259","0,9270235784",,"-0,04844784737","0,6895990184","0,8093457276",,"0,02766990662","0,3604283271","0,8973952078",,"-0,04116821289","1,031131984","0,8767267741",,"1,852526665","1,810975075","1,762516022","1,818261147","1,847393036","1,732312202","1,810744286","1,743149757","1,887077332","1,816298485","1,792750359","1,805279732","1,831264496","1,784873962","1,787686348","1,784877777",719670,370320000,17,12,"109,55",0,"61,823",Q61768;E9QAK5,Q61768;E9QAK5,Kinesin-1 heavy chain;Kinesin-like protein
Alyref;Alyref2,"0,02034807205","0,1827521926","0,9290752688",,"0,03676080704","0,2182769369","0,8581878109",,"0,03156995773","0,2321784561","0,8853994943",,"0,04798269272","0,3532052894","0,8572798265",,"0,4815301895","0,526599884","0,4617567062","0,5540590286","0,5155735016","0,5936288834","0,4263315201","0,3621320724","0,4346466064","0,3153324127","0,5203886032","0,4416036606","0,480255127","0,5636501312","0,5350723267","0,4022274017",17261000,282930000,12,4,"26,94",0,"79,081",O08583;O08583-2;Q9JJW6-2;G3X9I4;Q9JJW6,O08583;O08583-2;Q9JJW6-2,THO complex subunit 4;Aly/REF export factor 2
Plaa,"0,02033638954","0,5790874084","0,9272807991",,"-0,06471562386","1,231360081","0,7625238303",,"-0,01094579697","0,1595696321","0,9689496475",,"-0,09599781036","2,671572905","0,7505407957",,"1,981026649","1,94996357","1,960947037","1,909649849","1,934116364","1,969958305","2,018845558","1,922450066","2,071098328","1,999308586","1,997977257","1,940440178","2,035848618","1,943029404","1,919836998","1,916934967",464640,442270000,25,13,"87,22",0,103,P27612;F7D1R5,P27612,Phospholipase A-2-activating protein
Rbbp7,"0,02031087875","0,1963448576","0,9290226145",,"-0,04036402702","0,3703470228","0,8429188132",,"0,008636713028","0,06061968094","0,9755221109",,"-0,05203819275","0,6834266598","0,8418821729",,"-0,3947553635","-0,421289444","-0,49451828","-0,3689193726","-0,3376846313","-0,3741884232","-0,4979391098","-0,5042171478","-0,4045724869","-0,4337778091","-0,3368530273","-0,4365434647","-0,3773698807","-0,3554868698","-0,4907503128","-0,4779453278",4034400,60516000,6,3,"46,908",0,"39,891",A2AFJ1;Q60973;A2AFI9;F6ZLC6;F6U539,A2AFJ1;Q60973;A2AFI9;F6ZLC6,Histone-binding protein RBBP7
Ndufs7,"0,02026987076","0,1733525599","0,9302816203",,"0,05553722382","0,7132143484","0,7881165049",,"-0,007377386093","0,06693160334","0,9791585542",,"0,02788996696","0,2582788811","0,9202261277",,"0,6587076187","0,7573404312","0,6382341385","0,6818180084","0,6620006561","0,6678552628","0,7793836594","0,656370163","0,6135673523","0,664894104","0,6850404739","0,5666828156","0,5799589157","0,7404336929","0,6974048615","0,6504993439",12099000,329100000,8,3,"24,683",0,"11,475",Q9DC70,Q9DC70,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"
