Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,250262_M_WT_PFC_8w,250263_M_WT_PFC_8w,250264_M_WT_PFC_8w,250297_M_WT_PFC_8w,250265_F_WT_PFC_8w,250266_F_WT_PFC_8w,250267_F_WT_PFC_8w,250293_F_WT_PFC_8w,250271_F_MUT_PFC_8w,250272_F_MUT_PFC_8w,250273_F_MUT_PFC_8w,250268_M_MUT_PFC_8w,2502143_F_MUT_PFC_8w,250269_M_MUT_PFC_8w,250270_M_MUT_PFC_8w,250244_M_MUT_PFC_8w,Log2 iBAQ,Log2 Intensity,MS/MS count,Razor + unique peptides,Q-value,Score,Mol. weight [kDa],Protein IDs,Majority protein IDs,Protein names
Pkm,"0,034927845","0,142668781","0,9447441096",,"0,03314805031","0,07593580847",1,,"0,04015803337","0,1700633697",1,,"0,03837823868","0,08841014083",1,,"-1,01211071","-0,9703321457","-0,8399190903","-0,8852157593","-1,04253006","-0,9839496613","-0,731543541","-1,110186577","-0,6073169708","-1,064796448","-1,145160675","-1,196293831","-1,183527946","-0,9408407211","-0,9142656326","-0,7958889008",32298000,1258900000,6,4,0,"41,984","57,844",P52480,P52480,Pyruvate kinase PKM
Rragc,"0,03485417366","0,2986032133","0,944677095",,"-0,01692318916","0,1048726688",1,,"0,00977230072","0,06171224632",1,,"-0,0420050621","0,3414729976",1,,"0,6924495697","0,6457252502","0,5610628128","0,6512145996","0,5096006393","0,6617870331","0,7407608032","0,5992145538","0,7446279526","0,6236400604","0,6150493622","0,6397304535","0,5957384109","0,5125961304","0,6952037811","0,5635051727",4544700,770360000,12,10,0,"54,621","44,12",Q99K70;Q99K70-2,Q99K70,Ras-related GTP-binding protein C
Hnrnpc,"0,03481078148","0,2638619251","0,9448017817",,"-0,03741240501","0,1684003047",1,,"0,01994204521","0,1408887875",1,,"-0,05228114128","0,2465238955",1,,"2,730950356","2,718777657","2,625166893","2,657564163","2,708090782","2,652119637","2,536071777","2,756408691","2,645206451","2,56174469","2,69656086","2,766597748","2,898828506","2,684360504","2,555047989","2,587209702",56383000,8368000000,25,13,0,"42,838","33,056",Q9Z204-2;Q9Z204-4;Q9Z204-3;A0A2I3BRM6,Q9Z204-2;Q9Z204-4;Q9Z204-3,Heterogeneous nuclear ribonucleoproteins C1/C2
Idh1,"0,03465485573","0,2680420524","0,9451473041",,"0,00558590889","0,03485016106",1,,"0,01087021828","0,08267546122",1,,"-0,01819872856","0,1117150794",1,,"3,610327721","3,481436729","3,493420601","3,422380447","3,548178673","3,524689674","3,445135117","3,446081161","3,509742737","3,347028732","3,51110363","3,381048203","3,573865891","3,435146332","3,522317886","3,530433655",182470000,12542000000,54,27,0,"157,07","46,674",O88844;A0A087WPT4;A0A087WRS9;D3YVY3;A0A087WRM4,O88844,Isocitrate dehydrogenase [NADP] cytoplasmic
Glrx5,"0,03463697433","0,1272251062","0,9464437789",,"-0,04023599625","0,1912937599",1,,"0,01045846939","0,03325654735",1,,"-0,06441450119","0,3777416921",1,,"-0,9665222168","-1,23367691","-1,127957344","-1,391469002","-1,055880547","-1,351489067","-1,157953262","-1,196136475","-1,105550766","-1,042125702","-1,302539825","-1,318581581","-1,150299072","-1,172764778","-1,097434998","-1,269392014",72854000,834750000,3,2,0,"5,99","12,168",A0A1Y7VN70;Q80Y14,A0A1Y7VN70;Q80Y14,"Glutaredoxin-related protein 5, mitochondrial"
Gapvd1,"0,03462338448","0,3515137447","0,9442691234",,"0,01231980324","0,06566451473",1,,"0,006861448288","0,0407160233",1,,"-0,01544213295","0,1072023066","0,9984998881",,"0,9646844864","0,9471416473","1,003394127","0,9485254288","0,8530769348","0,9928321838","1,104894638","0,8854961395","1,042752266","0,8776922226","0,9266529083","0,9285202026","0,9399232864","0,9076080322","0,8482093811","1,040914536",3340600,1092100000,14,12,0,"41,606","160,11",Q6PAR5-2;Q6PAR5-6;Q6PAR5;Q6PAR5-4;Q6PAR5-5;F7ADT6;F7ADQ2;F7ADS7;F6X819;F6UFP6;E9Q0D1;Q6PAR5-3,Q6PAR5-2;Q6PAR5-6;Q6PAR5;Q6PAR5-4;Q6PAR5-5;F7ADT6;F7ADQ2,GTPase-activating protein and VPS9 domain-containing protein 1
Cracd,"0,03462290764","0,1574213064","0,9449148179",,"-0,03967475891","0,1491774706",1,,"-0,05416989326","0,4047858386",1,,"-0,1284675598","0,4970493402",1,,"-1,040036201","-1,044261932","-1,109377861","-1,259888649","-1,142920494","-1,052967072","-1,015467644","-1,025529861","-1,188838959","-1,095142365","-1,05376339","-1,198460579","-0,7404413223","-1,04934597","-1,314318657","-1,029931068",1876200,143200000,5,5,0,"14,349","152,18",A0A5F8MPP1;Q5PR69-4;Q5PR69,A0A5F8MPP1;Q5PR69-4;Q5PR69,Capping protein-inhibiting regulator of actin dynamics
Ankrd63,"0,0345993042","0,04375631795","0,9567592449",,"-0,0943145752","0,1450077598",1,,"-0,1067025661","0,1567212234",1,,"-0,2356164455","0,3938019362",1,,"-1,264808655","-1,336939812","-0,6704397202","-1,597910881","-0,6541109085","-1,35848999","-1,397562027","-1,033125877","-0,7622976303","-1,118759155","-1,472914696","-1,656150818","-0,712059021","-0,7237958908","-1,30607605","-1,322473526",3795800,223270000,4,4,0,"8,8862","41,067",A2ARS0,A2ARS0,Ankyrin repeat domain-containing protein 63
Ubfd1,"0,0344684124","0,2042286323","0,9457828004",,"-0,06349992752","0,4941963881",1,,"0,005736589432","0,03093143379",1,,"-0,09223175049","0,7267352865",1,,"0,2672786713","0,2698526382","0,07325363159","0,2508926392","0,1768302917","0,1994371414","0,1320610046","0,3300027847","0,3193387985","0,159658432","0,2725858688","0,07692050934","0,3407478333","0,2136383057","0,2944774628","0,1383676529",42750000,562190000,5,4,0,"10,027","40,143",Q78JW9;A0A0U1RQ55,Q78JW9;A0A0U1RQ55,Ubiquitin domain-containing protein UBFD1
Atp5f1b,"0,03441548347","0,3969604481","0,9445143654",,"0,03291964531","0,3793419883",1,,"-0,005725622177","0,04841040874",1,,"-0,007221460342","0,07596202275","0,996586961",,"6,19338131","6,111868858","6,209029198","6,099981308","6,156842232","6,12164402","6,246664047","6,112012863","6,191043854","6,116588593","6,105448723","6,055879593","6,092403412","6,110555649","6,127998352","6,182165146",3205300000,362660000000,455,29,0,"323,31","56,3",P56480,P56480,"ATP synthase subunit beta, mitochondrial"
Mapre3,"0,0344145298","0,7206530327","0,9457075366",,"0,02839684486","0,3305062756",1,,"-0,006373167038","0,1578646628",1,,"-0,01239085197","0,1134577335","0,9989837416",,"3,338953972","3,338248253","3,366465569","3,316249847","3,333357811","3,379019737","3,326896667","3,346136093","3,298904419","3,357561111","3,386130333","3,333982468","3,229227066","3,245992661","3,33543396","3,306850433",457690000,20718000000,48,15,0,"106,96","31,966",Q6PER3,Q6PER3,Microtubule-associated protein RP/EB family member 3
Nxf1,"0,03440117836","0,09805269861","0,947851573",,"0,005995035172","0,0300938415",1,,"-0,02917838097","0,0887179975",1,,"-0,05758452415","0,2884973778",1,,"-2,442146301","-1,988163948","-2,148767471","-2,335532188","-2,346012115","-2,030909538","-2,207936287","-2,213038445","-2,221278191","-2,252579689","-2,145517349","-2,266724586","-2,202501297","-2,472201347","-2,229278564","-2,084010124",1043400,33390000,3,3,0,"8,3801","70,299",Q99JX7;V9GXF3;V9GXW3,Q99JX7;V9GXF3;V9GXW3,Nuclear RNA export factor 1
Acsl3,"0,03437185287","0,3111487803","0,9458382884",,"-0,04629063606","0,6532364871",1,,"0,05477261543","0,59534775",1,,"-0,0258898735","0,2833810994",1,,"-0,1012792587","-0,04181480408","-0,01007556915","0,07065296173","-0,04202270508","-0,03598117828","-0,1426286697","-0,08097457886","-0,06846141815","0,009095191956","-0,07120513916","-0,06023025513","0,01412677765","-0,1372804642","-0,007923126221","-0,01457023621",16962000,626820000,5,5,0,"18,276","62,975",E9PUC2;Q9CZW4,E9PUC2;Q9CZW4,long-chain-fatty-acid--CoA ligase;Fatty acid CoA ligase Acsl3
Pgam1,"0,03428196907","0,7935589616","0,9460269815",,"0,01646256447","0,5435156076",1,,"0,01272320747","0,4282096568",1,,"-0,005096197128","0,08395805503","0,9964397362",,"4,818238258","4,806046486","4,791470528","4,761035919","4,785683632","4,787686348","4,785257339","4,767271042","4,732141495","4,790523529","4,781765938","4,754615784","4,755617142","4,743221283","4,731294632","4,810531616",204660000,140620000000,147,18,0,"192,4","28,832",Q9DBJ1,Q9DBJ1,Phosphoglycerate mutase 1
Lamtor1,"0,03412294388","0,4097371625","0,9452243536",,"-0,01529192924","0,2164631142",1,,"0,04965353012","0,6778726639",1,,"0,0002386569977","0,002655497393","0,9999496759",,"-1,04457283","-1,00465107","-0,9203004837","-0,9464178085","-1,032723427","-1,009184837","-0,9861526489","-1,086495399","-0,964266777","-1,019974709","-1,052719116","-0,9631557465","-1,016427994","-1,073644638","-0,9912528992","-1,024380684",7663500,854460000,8,6,0,"27,35","17,749",Q9CQ22;A0A0A6YX02,Q9CQ22;A0A0A6YX02,Ragulator complex protein LAMTOR1
Fxr2,"0,0340731144","0,3937464789","0,9457411111",,"0,03861021996","0,4337266049",1,,"-0,008179664612","0,07844454359",1,,"-0,003642559052","0,0312556141","0,9989376972",,"1,316112518","1,30179882","1,244908333","1,304555893","1,287268639","1,29396534","1,391542435","1,22731781","1,317824364","1,265859604","1,230755806","1,280572891","1,23121357","1,190816879","1,215603828","1,344089508",5710500,619540000,9,7,0,"35,465","81,098",A0A991EKZ2;Q6P5B5;Q9WVR4,A0A991EKZ2;Q6P5B5;Q9WVR4,RNA-binding protein FXR2
Cars1,"0,03406882286","0,2967428834","0,9442980955",,"0,0454890728","0,5328024342",1,,"-0,01605892181","0,1406371768",1,,"-0,004638671875","0,03589006089","0,9958164482",,"0,779047966","0,8314733505","0,8725137711","0,7611408234","0,8760128021","0,7329673767","0,8143920898","0,8850393295","0,775220871","0,7389144897","0,827091217","0,7616949081","0,7852287292","0,815454483","0,6704568863","0,860294342",4490900,1776000000,16,14,0,"47,705","94,859",Q9ER72;Q9ER72-2,Q9ER72;Q9ER72-2,"Cysteine--tRNA ligase, cytoplasmic"
Gphn,"0,03405308723","0,6486390655","0,94451494",,"0,01518893242","0,2581937326",1,,"0,02458024025","0,3525719357",1,,"0,005716085434","0,1205296422","0,9987938685",,"3,370341301","3,396588326","3,469698906","3,384899139","3,362044334","3,420292854","3,332891464","3,407978058","3,337303162","3,398141861","3,37239933","3,365949631","3,354606628","3,357070923","3,35559082","3,406703949",66478000,10199000000,56,29,0,"270,87","83,665",A0JNY3;Q8BUV3,A0JNY3;Q8BUV3,Gephyrin;Molybdopterin molybdenumtransferase;Molybdopterin adenylyltransferase;Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase
Nop56,"0,03404164314","0,2466344756","0,9457874449",,"0,07343959808","0,5535978468",1,,"-0,002414941788","0,01982756948",1,,"0,03698301315","0,2018298725",1,,"0,430308342","0,3035526276","0,3960924149","0,3188447952","0,3099908829","0,3413724899","0,3654727936","0,4416217804","0,2798051834","0,2516412735","0,4457979202","0,2234039307","0,1874551773","0,2732877731","0,4037542343","0,4121856689",3874700,313340000,7,6,0,"41,561","64,464",Q9D6Z1;F7CHP9;E0CXZ0;F6U250;F6V095;F7CHQ7;A2APD7,Q9D6Z1;F7CHP9;E0CXZ0,Nucleolar protein 56
Aldoc,"0,03383469582","0,3935713039","0,944119403",,"0,04104590416","0,3810555668",1,,"-0,02801632881","0,5887646844",1,,"-0,02080512047","0,1411033587",1,,"4,491505623","4,442187309","4,525816917","4,477535248","4,473643303","4,518567085","4,542161942","4,514738083","4,417417526","4,534572601","4,55892849","4,48131752","4,374008179","4,470428467","4,498504639","4,351455688",1217500000,78704000000,128,26,0,"287,91","39,394",P05063,P05063,Fructose-bisphosphate aldolase C
Add1,"0,03376698494","0,7116398546","0,9448138046",,"-0,003492593765","0,06072204546",1,,"0,02376008034","0,567509933",1,,"-0,01349949837","0,2285573329","0,9965981555",,"3,873370171","3,815766335","3,828322411","3,7948246","3,791438103","3,793364525","3,835271835","3,797168732","3,851297379","3,817577362","3,792988777","3,795164108","3,769350052","3,789052963","3,757377625","3,83562088",179240000,28279000000,77,23,0,"323,31","80,646",Q9QYC0,Q9QYC0,Alpha-adducin
Etfb;Etfbl,"0,03376317024","0,4090950957","0,9440685083",,"-0,03506827354","0,4718392735",1,,"0,04483342171","0,8436866968",1,,"-0,02399802208","0,2313371078",1,,"1,88181591","1,814694405","1,915638924","1,81546402","1,838086128","1,803372383","1,798843384","1,807977676","1,928264618","1,800619125","1,789252281","1,796430588","1,870416641","1,794250488","1,799619675","1,902259827",103520000,4388400000,17,10,0,"62,16","27,623",Q9DCW4;A0A0U1RNP5;A0A0N4SVE0;A0A0U1RNR3;A0A0N4SWE9;A0A0U1RNK9;A0A0U1RQB4,Q9DCW4;A0A0U1RNP5;A0A0N4SVE0;A0A0U1RNR3;A0A0N4SWE9,Electron transfer flavoprotein subunit beta
Mtx3,"0,03371024132","0,2408464665","0,9446524357",,"-0,04918956757","0,9744435349",1,,"-0,03821897507","0,4464405911",1,,"-0,121118784","1,310060769",1,,"0,2299175262","0,1187295914","0,2423000336","0,2694940567","0,2550926208","0,3037481308","0,2105131149","0,2439632416","0,2633495331","0,308675766","0,3459844589","0,0705242157","0,2920656204","0,2075405121","0,1570625305","0,2904729843",53206000,1155200000,5,4,0,"10,164","34,89",D3YTP3;A0A286YDW3,D3YTP3;A0A286YDW3,Metaxin
Rap1gap,"0,03369307518","0,2434703817","0,9449000821",,"-0,03961491585","0,2492758843",1,,"0,003391027451","0,01844999291",1,,"-0,06991696358","0,5530150448",1,,"2,168009758","2,185544014","2,374205589","2,322879791","2,223341942","2,195342064","2,360895157","2,25749588","2,271837234","2,242525101","2,223835945","2,279138565","2,457336426","2,174783707","2,203704834","2,258239746",24866000,5096800000,31,19,0,"163,29","73,432",A2ALS5;A2ALS5-3;A2ALS5-2;A2ALS4;A2ALS5-4;A2ALS3;A2ALS2,A2ALS5;A2ALS5-3;A2ALS5-2;A2ALS4;A2ALS5-4,Rap1 GTPase-activating protein 1
Syngap1,"0,03364109993","0,468748695","0,944231003",,"0,110401392","1,213788844",1,,"-0,02434468269","0,3084648558",1,,"0,05241560936","0,5061855283",1,,"4,972998619","4,959263802","4,887379646","4,931253433","4,936751366","4,917689323","5,04126358","4,952569962","4,848518372","4,905691147","4,911259651","4,977546692","4,741199493","4,883016586","4,854040146","4,901727676",130000000,44848000000,161,59,0,"323,31","148,24",F6SEU4;A0A0A6YVS6;A0A2R8VHH2;J3QQ18;A0A140T8K9;A0A338P799;A0A2R8VH83,F6SEU4;A0A0A6YVS6;A0A2R8VHH2;J3QQ18;A0A140T8K9;A0A338P799;A0A2R8VH83,Ras/Rap GTPase-activating protein SynGAP
Gpc1,"0,03363442421","0,3184306587","0,9457787562",,"-0,01146697998","0,0533681828",1,,"-0,05944609642","0,7229978667",1,,"-0,1045475006","0,6399453466",1,,"0,8595285416","0,9890613556","0,8400201797","0,8266048431","0,9221458435","0,9416866302","0,9780349731","0,9111318588","0,9060440063","0,869468689","0,8536977768","0,8848028183","1,169656754","0,7993268967","0,8061952591","0,8903522491",2728500,1627900000,9,8,0,"48,818","61,359",Q9QZF2,Q9QZF2,Glypican-1;Secreted glypican-1
Cox5a,"0,03362488747","0,2442412147","0,9450809628",,"-0,01595854759","0,2424531228",1,,"-0,01058268547","0,1177907233",1,,"-0,06016612053","0,5331770924",1,,"4,037467003","3,970618248","3,90818882","3,992078781","4,024960518","3,933789253","4,008953094","3,982980728","3,997774124","3,95822525","4,015288353","3,969709396","4,043230057","4,044330597","3,950490952","3,809322357",932700000,48177000000,77,9,0,"87,472","16,101",P12787,P12787,"Cytochrome c oxidase subunit 5A, mitochondrial"
Tecr,"0,03356981277","0,1967733253","0,9466347044",,"-0,02328062057","0,1258512198",1,,"0,09253621101","0,7633239123",1,,"0,03568577766","0,183813343",1,,"0,542470932","0,7074623108","0,6178779602","0,6661758423","0,6300029755","0,5824747086","0,5449867249","0,4063777924","0,6193552017","0,5453624725","0,6597757339","0,4790945053","0,4324712753","0,7401838303","0,5411272049","0,6393022537",24534000,2958200000,12,8,0,"27,575","36,09",Q9CY27;G3UWE1;Q52L67;A0A5F8MQC8;A0A1D5RLH3;A0A5F8MPU6;A0A1D5RLB4;Q3TAN8,Q9CY27;G3UWE1;Q52L67;A0A5F8MQC8;A0A1D5RLH3;A0A5F8MPU6,Very-long-chain enoyl-CoA reductase;very-long-chain enoyl-CoA reductase
Emc2,"0,03355288506","0,3259374788","0,9449738939",,"0,003594398499","0,02591632449",1,,"-0,00755572319","0,07396306333",1,,"-0,03751420975","0,2953557893",1,,"0,3088169098","0,3360233307","0,3356151581","0,4349374771","0,3167285919","0,3290653229","0,420425415","0,3793964386","0,2900953293","0,4603748322","0,2932195663","0,4178247452","0,3875484467","0,3129262924","0,2813549042","0,2690753937",26259000,653780000,9,6,0,"20,388","34,934",Q9CRD2,Q9CRD2,ER membrane protein complex subunit 2
Mobp,"0,03351664543","0,03648317423","0,9627896341",,"-0,1346657276","0,1998463314",1,,"0,02161574364","0,02904274477",1,,"-0,1465666294","0,1743610374",1,,"0,3450374603","0,4447050095","0,735625267","0,3252458572","0,5648450851","0,7310352325","-0,2610235214","0,7292938232","0,2758865356","0,7274341583","0,8110942841","0,5337944031","0,4883985519","0,6819620132","0,9450464249","-0,4442558289",189110000,1229000000,8,4,0,"22,105","19,197",Q9D2P8;Q9D2P8-4;Q9D2P8-5;Q9D2P8-3;Q9D2P8-2,Q9D2P8,Myelin-associated oligodendrocyte basic protein
Spg7,"0,03344464302","0,6344766997","0,9440221178",,"0,006748437881","0,07067410125",1,,"0,02756714821","0,3829223343",1,,"0,0008709430695","0,01028710362","0,9996157239",,"0,7068948746","0,7459516525","0,7513494492","0,6908245087","0,7354288101","0,6548500061","0,7518959045","0,6425771713","0,7264404297","0,6946334839","0,703496933","0,7404327393","0,633187294","0,6481046677","0,6683673859","0,7043371201",1094800,503580000,9,8,0,"57,992","75,002",D3YZN4;Q3ULF4;D3YXB7;F6W695;F6VTG4,D3YZN4;Q3ULF4;D3YXB7;F6W695,Paraplegin
Tcof1,"0,03339481354","0,3444053025","0,9449198683",,"-0,0379884243","0,1878908707",1,,"0,005604982376","0,0327246634",1,,"-0,06577825546","0,4361858423",1,,"0,2871370316","0,2324295044","0,2258729935","0,388010025","0,2781400681","0,221745491","0,204990387","0,4061536789","0,4881315231","0,1769018173","0,2771186829","0,2819337845","0,3208312988","0,2113542557","0,2792005539","0,2273817062",1133400,623810000,8,8,0,"28,974","138,55",H3BL37;O08784;H3BIX0;F6R3V4;H3BK88,H3BL37;O08784;H3BIX0;F6R3V4,Treacle protein
Acp1,"0,03337168694","0,305608644","0,9450744797",,"-0,04706025124","0,3529234133",1,,"0,03058028221","0,2005604005",1,,"-0,04985165596","0,5518382236",1,,"2,356589317","2,41748333","2,319338799","2,259880066","2,337553978","2,236580849","2,437295914","2,219539642","2,361120224","2,276004791","2,399827003","2,271820068","2,382259369","2,36268425","2,231588364","2,353712082",168690000,3602700000,20,7,0,"51,815","18,192",Q9D358;A0A1W2P7X3,Q9D358,Low molecular weight phosphotyrosine protein phosphatase
Shank1,"0,03324341774","0,4532453902","0,9456715268",,"0,01528191566","0,1224930925",1,,"0,002322912216","0,0235290512",1,,"-0,01563858986","0,127237259","0,9993390288",,"3,241877556","3,162566185","3,121211052","3,167385101","3,135453224","3,145279884","3,235153198","3,167861938","3,185689926","3,193227768","3,209712029","3,189357758","3,03399086","3,086027145","3,149896622","3,134784698",17689000,9245100000,75,43,0,"293,82","225,35",D3YZU4;D3YZU5;D3YZU1,D3YZU4;D3YZU5;D3YZU1,SH3 and multiple ankyrin repeat domains protein 1
Exoc6b,"0,03322696686","0,3100906413","0,9449805958",,"0,05465745926","0,8931407102",1,,"-0,01494193077","0,161584206",1,,"0,00648856163","0,05493727458","0,9985052803",,"0,9927682877","0,8538370132","0,8849916458","0,8963546753","0,9598522186","0,8707838058","0,9405269623","0,9165563583","0,9030771255","0,7988157272","0,8667230606","0,8322429657","0,9004735947","0,9240322113","0,8007936478","0,9379749298",3542700,610220000,13,10,0,"33,508","94,128",A6H5Z3;A6H5Z3-2;E0CY34,A6H5Z3;A6H5Z3-2,Exocyst complex component 6B
Poglut1,"0,0332095623","0,1118516447","0,9483328888",,"0,1828196049","0,5514342781","0,9885047081",,"-0,2032022476","0,6466128093",1,,"-0,05359220505","0,1816715735",1,,"-3,078130722","-3,534293175","-3,17017746","-3,264266968","-3,239058495","-3,010058403","-3,228796005","-2,756146431","-3,440843582","-3,374042511","-3,169487953","-3,290446281","-2,980963707","-3,29103756","-3,419071198","-3,179151535",1191700,139190000,3,3,0,"9,6693","46,379",Q8BYB9,Q8BYB9,Protein O-glucosyltransferase 1
Tubb4b,"0,0331351757","0,4693098397","0,944934908",,"-0,01064562798","0,1404749631",1,,"0,003291368484","0,05096597354",1,,"-0,0404894352","0,5092449393",1,,"7,088438988","7,074065208","7,065133095","7,071802139","7,079539299","7,062075615","7,125799179","7,018859863","7,127696991","7,076282501","7,086325645","7,041427612","7,038551331","7,029699326","6,971321106","7,124450684",13120000000,1134400000000,693,31,0,"323,31","49,83",P68372;G3UZR1,P68372,Tubulin beta-4B chain
Arhgap44,"0,0331094265","0,2771688716","0,9463605127",,"0,0320045948","0,3238988784",1,,"-0,01867890358","0,1265671731",1,,"-0,01978373528","0,2365404486",1,,"2,276104927","2,193295479","2,373007774","2,381666183","2,250712395","2,403130531","2,347942352","2,2970047","2,296867371","2,279026031","2,3604002","2,326408386","2,234477997","2,288797379","2,24256897","2,233861923",3289300,3282400000,35,17,0,"110,01","88,993",Q5SSM3;Q5SSM3-2;Q5SSM3-3;F6T1Y2;Q5SSM3-4;A0A0U1RPK6;A0A0U1RNM6;E9QAJ9;Q3UIA2-4;Q3UIA2-3;Q3UIA2-2;Q3UIA2,Q5SSM3;Q5SSM3-2;Q5SSM3-3;F6T1Y2,Rho GTPase-activating protein 44
Arhgap5,"0,0330657959","0,2761103474","0,9467502726",,"0,03431630135","0,4413808367",1,,"-0,0006535053253","0,005514062458",1,,"0,0005970001221","0,004357853801","0,9994165552",,"1,62368679","1,488696098","1,518897057","1,497709274","1,4634161","1,550850868","1,578111649","1,539224625","1,562772751","1,464975357","1,511271477","1,402359962","1,455318451","1,553655624","1,472309113","1,568401337",1092500,1336100000,27,21,0,"97,186","172,47",P97393;A0A1W2P6H9,P97393,Rho GTPase-activating protein 5
